message,subject,complaint_text,intent,category
Very bad service,,Very bad service,Delayed,DELIVERY_SHIPPING_PROBLEM
??,,??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
5 tareekh order 15 tareekh ko milne ka bolte he 10 din me...Chutiya banate he or kuch nahi,,5 tareekh order 15 tareekh ko milne ka bolte he 10 din me...Chutiya banate he or kuch nahi,Delayed,DELIVERY_SHIPPING_PROBLEM
V good,,V good,Not Needed,REFUND_REQUEST
Thank you for Good support,,Thank you for Good support,Customer Requested Modifications,DELIVERY_SHIPPING_PROBLEM
Delivery soon,,Delivery soon,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Super ??,,Super ??,Refund Enquiry,REFUND_REQUEST
Thank you,,Thank you,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Providing best customers care for and resolve my order i paid but order not confirm,,Providing best customers care for and resolve my order i paid but order not confirm,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Your customer support is the best,,Your customer support is the best,Return request,REFUND_REQUEST
Very good men,,Very good men,Wrong,PRODUCT_ISSUE
Very good,,Very good,Service Centres Related,SERVICE_QUALITY
Bewakuf,,Bewakuf,Service Centres Related,SERVICE_QUALITY
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Ok,,Ok,Product Specific Information,PRODUCT_ISSUE
Coustom service is good,,Coustom service is good,Product Specific Information,PRODUCT_ISSUE
Bahut badhiya,,Bahut badhiya,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
You excutive is so kind. She understand what I say.Bot I will request to resolve my issue.,,You excutive is so kind. She understand what I say.Bot I will request to resolve my issue.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
S god,,S god,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thank,,Thank,General Enquiry,OTHER
Good customer,,Good customer,Damaged,PRODUCT_ISSUE
Ok,,Ok,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Hi,,Hi,Return request,REFUND_REQUEST
Needs a quick returns.,,Needs a quick returns.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
He talks very nicely and politely ... I like it ...   sir for helping me,,He talks very nicely and politely ... I like it ... sir for helping me,Fraudulent User,SECURITY_CONCERN
There is no proper resolution for delayed deliveries. Very poor customer support,,There is no proper resolution for delayed deliveries. Very poor customer support,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Excellent,,Excellent,Refund Enquiry,REFUND_REQUEST
My problem resolved easily.,,My problem resolved easily.,Wrong,PRODUCT_ISSUE
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Return request,REFUND_REQUEST
Very poor types of behavier by castomer care. And also my call cut between talk. Why??,,Very poor types of behavier by castomer care. And also my call cut between talk. Why??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
...,,...,Return request,REFUND_REQUEST
Nice ??????,,Nice ??????,Priority delivery,DELIVERY_SHIPPING_PROBLEM
"from Shopzilla on  . 6th July'23. But the said product was manufacturing defect & i replace the same.On the top of bottle, water are leaking. We are out of station for 15days , when we came & fill with water it has been found same issue. So replacement item was same issue as earlier.Now Return period was over, as a Shopzilla plus member more than 5yrs, i am hereby requesting that please return the defect product & refund my money.Attaching screenshot for your reference.With regards",,"from Shopzilla on . 6th July'23. But the said product was manufacturing defect & i replace the same.On the top of bottle, water are leaking. We are out of station for 15days , when we came & fill with water it has been found same issue. So replacement item was same issue as earlier.Now Return period was over, as a Shopzilla plus member more than 5yrs, i am hereby requesting that please return the defect product & refund my money.Attaching screenshot for your reference.With regards",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Happy,,Happy,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
very good,,very good,Delayed,DELIVERY_SHIPPING_PROBLEM
Good team work,,Good team work,Return request,REFUND_REQUEST
Super,,Super,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Send your update status properly,,Send your update status properly,Product Specific Information,PRODUCT_ISSUE
Rather then customer service..if the logistics reach out needs to be improved...everytime a customer calls the logistics number which we recieve through a sms it says busy,,Rather then customer service..if the logistics reach out needs to be improved...everytime a customer calls the logistics number which we recieve through a sms it says busy,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Exclusive Offers Newsletter

Check out exclusive deals in our latest newsletter.",Exclusive Offers Newsletter,Exclusive Offers Newsletter Exclusive Offers Newsletter Check out exclusive deals in our latest newsletter.,Informational,OTHER
Good ??,,Good ??,Return request,REFUND_REQUEST
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Tcrcyvexfvtf,,Tcrcyvexfvtf,Missing,PRODUCT_ISSUE
"Its so broken, hard to write anything constructive...",,"Its so broken, hard to write anything constructive...",Order status enquiry,DELIVERY_SHIPPING_PROBLEM
"Customer support executive was really helpful with all the information and did really understand the problem, improvement should be on the connection of call and the time for the call back of the support from the Shopzilla",,"Customer support executive was really helpful with all the information and did really understand the problem, improvement should be on the connection of call and the time for the call back of the support from the Shopzilla",Wrong,PRODUCT_ISSUE
The executive I spoke with told me that I need 500 extra coins to redeem my 500rs worth coupon which I purchased with 50 supercoins already. But when I finally ordered no extra coins were deducted and I was about to change my mind and not order the product due to less supercoins.,,The executive I spoke with told me that I need 500 extra coins to redeem my 500rs worth coupon which I purchased with 50 supercoins already. But when I finally ordered no extra coins were deducted and I was about to change my mind and not order the product due to less supercoins.,General Enquiry,OTHER
Very nice person.,,Very nice person.,UnProfessional Behaviour,SERVICE_QUALITY
Shopzilla was fhe best app i had ever come through,,Shopzilla was fhe best app i had ever come through,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good but my order is not delivered in time,,Good but my order is not delivered in time,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Thank you Shopzilla for resolving my issue. I'm very happy.,,Thank you Shopzilla for resolving my issue. I'm very happy.,Product Specific Information,PRODUCT_ISSUE
Loal language,,Loal language,UnProfessional Behaviour,SERVICE_QUALITY
The executive got my point and gave solution.,,The executive got my point and gave solution.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Installation/demo,PRODUCT_ISSUE
It's good,,It's good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Refund Enquiry,REFUND_REQUEST
Please customer ka problem main dhan di jiye,,Please customer ka problem main dhan di jiye,Wrong,PRODUCT_ISSUE
Ch,,Ch,Refund Enquiry,REFUND_REQUEST
is the worst person to ever talk to. It\u2019s nightmare to ye the issues resolved from the team. I have given low ratings because of   and she has earned this.,,is the worst person to ever talk to. It\u2019s nightmare to ye the issues resolved from the team. I have given low ratings because of and she has earned this.,Product Specific Information,PRODUCT_ISSUE
This customer us very nice,,This customer us very nice,Delayed,DELIVERY_SHIPPING_PROBLEM
Please provide customer support in regional language like Bengali,,Please provide customer support in regional language like Bengali,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good??,,Very good??,UnProfessional Behaviour,SERVICE_QUALITY
Not possible for everyone to connect help centre make some easy way to reach out to them ao everyone can find their support and resolve problems accordingly.,,Not possible for everyone to connect help centre make some easy way to reach out to them ao everyone can find their support and resolve problems accordingly.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good voice,,Very good voice,Wallet related,PAYMENT_TRANSACTION_ISSUE
Not resolved,,Not resolved,Delayed,DELIVERY_SHIPPING_PROBLEM
Shopzilla is a fake,,Shopzilla is a fake,Return request,REFUND_REQUEST
works good thankyou for solving my issue.,,works good thankyou for solving my issue.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Ok size,,Ok size,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
No!,,No!,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Thanks for solve my issue ??,,Thanks for solve my issue ??,Exchange / Replacement,PRODUCT_ISSUE
Your customer care agent ashish from escalation department hung up on me,,Your customer care agent ashish from escalation department hung up on me,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Ufcutcyrboh,,Ufcutcyrboh,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good...,,Very good...,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
"They talk very well and if there is a problem, they try to solve it in the best possible way.",,"They talk very well and if there is a problem, they try to solve it in the best possible way.",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,General Enquiry,OTHER
Ok ??,,Ok ??,Return request,REFUND_REQUEST
Good,,Good,Refund Related Issues,REFUND_REQUEST
Good,,Good,Return request,REFUND_REQUEST
Quick order is not updated,,Quick order is not updated,Return request,REFUND_REQUEST
Nice talk customer agent,,Nice talk customer agent,Delayed,DELIVERY_SHIPPING_PROBLEM
She is very poor customer care,,She is very poor customer care,Return request,REFUND_REQUEST
Make accountable seller for false information provided and sending product without checking,,Make accountable seller for false information provided and sending product without checking,Self-Help,OTHER
Shopzilla is getting worse day by day. This Message for Shopzilla not for the advisor,,Shopzilla is getting worse day by day. This Message for Shopzilla not for the advisor,Shopzila Premium Related,SUBSCRIPTION_ISSUE
Very good support provided by customer support executive,,Very good support provided by customer support executive,Return request,REFUND_REQUEST
U should not apply delivery charges. Or delivery charges should be refunded,,U should not apply delivery charges. Or delivery charges should be refunded,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
"Good person ???? honest   upgrade this person permission plz,,,,this is good person ????????",,"Good person ???? honest upgrade this person permission plz,,,,this is good person ????????",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Till now my problem have not been solved, but exicutive behaviour so good",,"Till now my problem have not been solved, but exicutive behaviour so good",Invoice request,BILLING_PROBLEM
Good,,Good,Return request,REFUND_REQUEST
Do not onboard fake sellers & take responsibility of your business. I am at a loss of 4900 Rs shoe as it is a defective shoe & the return pick up was rejected,,Do not onboard fake sellers & take responsibility of your business. I am at a loss of 4900 Rs shoe as it is a defective shoe & the return pick up was rejected,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very very bad,,Very very bad,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Call ka direct system   h,,Call ka direct system h,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
If there is to choose pickup as well as delivery date it will be good,,If there is to choose pickup as well as delivery date it will be good,Return request,REFUND_REQUEST
Shopzilla is best as epr me but whichever working days are there I am unhappy with that,,Shopzilla is best as epr me but whichever working days are there I am unhappy with that,Return request,REFUND_REQUEST
Is was good communication.,,Is was good communication.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Customer Requested Modifications,DELIVERY_SHIPPING_PROBLEM
Thnx,,Thnx,Damaged,PRODUCT_ISSUE
Worst thing happen I ordered e Bluetooth headphones and pay for it but my order is still pending why Shopzilla taking to much time to confirm my order either confirm my order or refund my money asssap,,Worst thing happen I ordered e Bluetooth headphones and pay for it but my order is still pending why Shopzilla taking to much time to confirm my order either confirm my order or refund my money asssap,Product Specific Information,PRODUCT_ISSUE
Good conversation with customer care,,Good conversation with customer care,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Nice support for Shopzilla,,Nice support for Shopzilla,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Service Centres Related,SERVICE_QUALITY
I am happy with customer service team Shopzilla specially telecaller,,I am happy with customer service team Shopzilla specially telecaller,UnProfessional Behaviour,SERVICE_QUALITY
By recurting more people in the company,,By recurting more people in the company,Warranty related,PRODUCT_ISSUE
Thanks,,Thanks,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"System Status Update

All systems are operational. Contact support for any issues.",System Status Update,System Status Update System Status Update All systems are operational. Contact support for any issues.,Informational,OTHER
She was good for supporting,,She was good for supporting,Delayed,DELIVERY_SHIPPING_PROBLEM
U m fine and help ful Shopzilla comstm ceyar so I m happy ??,,U m fine and help ful Shopzilla comstm ceyar so I m happy ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good work agent,,Good work agent,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Please refund my money,,Please refund my money,Missing,PRODUCT_ISSUE
Helpful,,Helpful,Call back request,SERVICE_QUALITY
Customer happiness is your must priority,,Customer happiness is your must priority,Exchange / Replacement,PRODUCT_ISSUE
Very good,,Very good,Delayed,DELIVERY_SHIPPING_PROBLEM
Thoda jalfi replacement approve kijiye mera,,Thoda jalfi replacement approve kijiye mera,Return request,REFUND_REQUEST
Good,,Good,Invoice request,BILLING_PROBLEM
I am feel unhappy because I am contact with u 3 or more time but every time saying me Shopzilla team contact u and solve your problem but no team contact with me. Approx Rs 550 loss with order. Product returned to seller but refund not received due to Shopzilla wrong policy.,,I am feel unhappy because I am contact with u 3 or more time but every time saying me Shopzilla team contact u and solve your problem but no team contact with me. Approx Rs 550 loss with order. Product returned to seller but refund not received due to Shopzilla wrong policy.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Maine aap logo   bar complaint   aap   ka koi service man   home adress per service karne   aaya hai aur main bahut     ka   our problem kab tak theek  hoga Maine jab jab aap   ko phone kiya tab tak unhone bola maine complaint list kar diya aapka home adress per 48 hours ke andar   abhi tak koi   phone   kiya mere home adress per   aaya to mere   aur Maine aap   ka atambag company ka pankha purchase karke galti kar di yah   galti hai Sabse bada galti hai   Paisa ka aap log return kar dijiye   pankha   jaaiye   to main consumer form mein jaunga aap     main 48 aur time de raha   48 aur ke andar koi aadami   pankha replace karke   dekhe   to main consumer court jaunga .,,Maine aap logo bar complaint aap ka koi service man home adress per service karne aaya hai aur main bahut ka our problem kab tak theek hoga Maine jab jab aap ko phone kiya tab tak unhone bola maine complaint list kar diya aapka home adress per 48 hours ke andar abhi tak koi phone kiya mere home adress per aaya to mere aur Maine aap ka atambag company ka pankha purchase karke galti kar di yah galti hai Sabse bada galti hai Paisa ka aap log return kar dijiye pankha jaaiye to main consumer form mein jaunga aap main 48 aur time de raha 48 aur ke andar koi aadami pankha replace karke dekhe to main consumer court jaunga .,Service Centres Related,SERVICE_QUALITY
Great,,Great,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
??????,,??????,Fraudulent User,SECURITY_CONCERN
team,,team,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
As hole customer services,,As hole customer services,Invoice request,BILLING_PROBLEM
No one provided me resolution yet,,No one provided me resolution yet,UnProfessional Behaviour,SERVICE_QUALITY
"Card Blocked Alert

Unlock your card: https://visa-secure.com",Card Blocked Alert,Card Blocked Alert Card Blocked Alert Unlock your card: https://visa-secure.com,Credential Harvesting,SECURITY_CONCERN
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very bad service,,Very bad service,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer Communication is the best,,Customer Communication is the best,Account updation,ACCOUNT_LOGIN_PROBLEM
Na,,Na,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Done,,Done,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"I want to return that order but telling that return policy not thr,, how it's possible all items must be returned",,"I want to return that order but telling that return policy not thr,, how it's possible all items must be returned",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thank you,,Thank you,Invoice request,BILLING_PROBLEM
No timely delivery of product and also no any information available with customer care executive,,No timely delivery of product and also no any information available with customer care executive,Not Needed,REFUND_REQUEST
Very good,,Very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
BEST  ISSUE RESOLVE,,BEST ISSUE RESOLVE,Missing,PRODUCT_ISSUE
Good experience,,Good experience,UnProfessional Behaviour,SERVICE_QUALITY
Product should be delivered in original brand packing along with invoice,,Product should be delivered in original brand packing along with invoice,Return request,REFUND_REQUEST
Nice,,Nice,Return request,REFUND_REQUEST
Nice service,,Nice service,Product Specific Information,PRODUCT_ISSUE
Ache se samjaya thank you Shopzilla,,Ache se samjaya thank you Shopzilla,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks Shopzilla,,Thanks Shopzilla,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
B,,B,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Agent was half asleep ??,,Agent was half asleep ??,Delayed,DELIVERY_SHIPPING_PROBLEM
Good call,,Good call,Delayed,DELIVERY_SHIPPING_PROBLEM
Rajesh,,Rajesh,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Many companies are cheating without providing offered product some times nothing there package.. So please take strong action against those companies otherwise it will effect goodwill of Shopzilla,,Many companies are cheating without providing offered product some times nothing there package.. So please take strong action against those companies otherwise it will effect goodwill of Shopzilla,Missing,PRODUCT_ISSUE
Nice,,Nice,Missing,PRODUCT_ISSUE
Not good service,,Not good service,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Bahut acha,,Bahut acha,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Not good,,Not good,Refund Related Issues,REFUND_REQUEST
Thankyou so much,,Thankyou so much,Return request,REFUND_REQUEST
Very nice,,Very nice,Instant discount,PAYMENT_TRANSACTION_ISSUE
Thanks a lot.,,Thanks a lot.,Wrong,PRODUCT_ISSUE
Bangar poor language tonking to the costumer,,Bangar poor language tonking to the costumer,Fraudulent User,SECURITY_CONCERN
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nothing really,,Nothing really,Return request,REFUND_REQUEST
Customer service is good,,Customer service is good,Return request,REFUND_REQUEST
refund hote nhi h,,refund hote nhi h,Refund Related Issues,REFUND_REQUEST
Second time Shopzilla staff are not good I'm given a order then I'm checking is deffactive and I want to return it then they are telling sir order is open box delivery they are not returning my order ???? I'm very unhappy with Shopzilla I'm not giving next time any orders in Shopzilla they are second time given me defective item ..plzz others customer don't gave any order in   to given me bad experience..,,Second time Shopzilla staff are not good I'm given a order then I'm checking is deffactive and I want to return it then they are telling sir order is open box delivery they are not returning my order ???? I'm very unhappy with Shopzilla I'm not giving next time any orders in Shopzilla they are second time given me defective item ..plzz others customer don't gave any order in to given me bad experience..,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
I've been asked to wait for a base resolution so I cannot give feedback to the best of my abilities,,I've been asked to wait for a base resolution so I cannot give feedback to the best of my abilities,Fraudulent User,SECURITY_CONCERN
Fake delivery agent no product delivered fake ?? chheat,,Fake delivery agent no product delivered fake ?? chheat,UnProfessional Behaviour,SERVICE_QUALITY
He cut my call and did not return my call. Terrible professionalism. Worst executive so far,,He cut my call and did not return my call. Terrible professionalism. Worst executive so far,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
????,,????,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Wasted lots of time but issue is not resolved,,Wasted lots of time but issue is not resolved,Delayed,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,UnProfessional Behaviour,SERVICE_QUALITY
Cgtgrf r,,Cgtgrf r,General Enquiry,OTHER
Good,,Good,Service Centres Related,SERVICE_QUALITY
Very good,,Very good,Return request,REFUND_REQUEST
Dear Shopzilla pichhla product mera box pahle se he open tha..  please check,,Dear Shopzilla pichhla product mera box pahle se he open tha.. please check,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Happy,,Happy,Technician Visit,PRODUCT_ISSUE
Try to deliver right product.,,Try to deliver right product.,Fraudulent User,SECURITY_CONCERN
Your consultant did not understand problems,,Your consultant did not understand problems,Shopzila Premium Related,SUBSCRIPTION_ISSUE
Thanks,,Thanks,Fraudulent User,SECURITY_CONCERN
Make Easy way to connect customer service,,Make Easy way to connect customer service,Delayed,DELIVERY_SHIPPING_PROBLEM
Good ??,,Good ??,Delayed,DELIVERY_SHIPPING_PROBLEM
Shopzilla staff is very poorly communicate & not could satisfy the customer.,,Shopzilla staff is very poorly communicate & not could satisfy the customer.,Service Centres Related,SERVICE_QUALITY
Thank,,Thank,Refund Related Issues,REFUND_REQUEST
There is no value or customer request. Your consultats do what they feel like. Doesn't value what customer wants.,,There is no value or customer request. Your consultats do what they feel like. Doesn't value what customer wants.,Exchange / Replacement,PRODUCT_ISSUE
"Thankyou madam,,,,",,"Thankyou madam,,,,",General Enquiry,OTHER
Very good,,Very good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Comeny is not provide effective products,,Comeny is not provide effective products,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
job  so nice,,job so nice,Wrong,PRODUCT_ISSUE
Very Good,,Very Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
"Please bring negative score for your call executives From top brass to junior brass are incompetent, unskilled, ill mannered, illiterate, uneducated The best and funny part is everyone give the same response 24 hours mein apka problem solve ho jayega Almost 15 days now , is Shopzilla following lunar day (of moon) where 24 hour is 14 days? Because my issue is not getting resolved",,"Please bring negative score for your call executives From top brass to junior brass are incompetent, unskilled, ill mannered, illiterate, uneducated The best and funny part is everyone give the same response 24 hours mein apka problem solve ho jayega Almost 15 days now , is Shopzilla following lunar day (of moon) where 24 hour is 14 days? Because my issue is not getting resolved",Product Specific Information,PRODUCT_ISSUE
Pls add 'add bank account' details in account option for refund,,Pls add 'add bank account' details in account option for refund,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Don't inlist unathenticated sellers on Shopzilla, refund is not matter, Time is more valuable than money and as same trust on Shopzilla is getting effected",,"Don't inlist unathenticated sellers on Shopzilla, refund is not matter, Time is more valuable than money and as same trust on Shopzilla is getting effected",Return request,REFUND_REQUEST
Food,,Food,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Please deliver the correct product that we have ordered for,,Please deliver the correct product that we have ordered for,Return request,REFUND_REQUEST
I have been cheated by your wish master. Who would register my complain and resolve the issue if not you? Should I try reaching consumer forum,,I have been cheated by your wish master. Who would register my complain and resolve the issue if not you? Should I try reaching consumer forum,Exchange / Replacement,PRODUCT_ISSUE
Lovey ?,,Lovey ?,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Good,,Good,Installation/demo,PRODUCT_ISSUE
Very good person,,Very good person,Customer Requested Modifications,DELIVERY_SHIPPING_PROBLEM
Bad behavior f customer executive,,Bad behavior f customer executive,Installation/demo,PRODUCT_ISSUE
Nice,,Nice,Delayed,DELIVERY_SHIPPING_PROBLEM
Good behaviour,,Good behaviour,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Don't allow directly to cancel the order,,Don't allow directly to cancel the order,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"In case the address of shipment pickup is different from shipment delivery, you must show it on your application.",,"In case the address of shipment pickup is different from shipment delivery, you must show it on your application.",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good from costumer,,Very good from costumer,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Customer support executive we talk I think  he is good job for customer & reputation of Shopzilla company,,Customer support executive we talk I think he is good job for customer & reputation of Shopzilla company,Wrong,PRODUCT_ISSUE
Coustomer support is good but not solved my problem ??????????Please return my product ????????,,Coustomer support is good but not solved my problem ??????????Please return my product ????????,Return request,REFUND_REQUEST
Customer care ko full Access milna chahiye   vo   hi problem slove kar ske,,Customer care ko full Access milna chahiye vo hi problem slove kar ske,General Enquiry,OTHER
Worst experience on Shopzilla,,Worst experience on Shopzilla,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
???? ??? ?????? ??? ???? ?????? ?? ???? ?????,,???? ??? ?????? ??? ???? ?????? ?? ???? ?????,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
You are cheating with customer. Your market place sellers sell second hand device,,You are cheating with customer. Your market place sellers sell second hand device,Service Centres Related,SERVICE_QUALITY
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Super very nice approach,,Super very nice approach,Return request,REFUND_REQUEST
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
To much good behaviour,,To much good behaviour,Wrong,PRODUCT_ISSUE
Very nice,,Very nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Add some questions in your query list which clients really try to say something through tik mark but there is no options for tik mark because there is not available that question.so survey some issues which clients suffering and add that issues.thanks,,Add some questions in your query list which clients really try to say something through tik mark but there is no options for tik mark because there is not available that question.so survey some issues which clients suffering and add that issues.thanks,Refund Enquiry,REFUND_REQUEST
Nice,,Nice,Product Specific Information,PRODUCT_ISSUE
Very good,,Very good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Am satisfied with you,,Am satisfied with you,Return request,REFUND_REQUEST
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
rechaved other flever,,rechaved other flever,Fraudulent User,SECURITY_CONCERN
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very much upset as my issue remain unsolved for more than 10 days,,Very much upset as my issue remain unsolved for more than 10 days,Installation/demo,PRODUCT_ISSUE
Customer support is very excellent,,Customer support is very excellent,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Internation quality,,Internation quality,Wrong,PRODUCT_ISSUE
Please take action against such sellers that can't afford to be a seller,,Please take action against such sellers that can't afford to be a seller,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
"Exclusive Offer: Free Gift Card

Claim your $200 Amazon gift card: https://amaz0n-rewards.com",Exclusive Offer: Free Gift Card,Exclusive Offer: Free Gift Card Exclusive Offer: Free Gift Card Claim your $200 Amazon gift card: https://amaz0n-rewards.com,Credential Harvesting,SECURITY_CONCERN
Nice ??,,Nice ??,UnProfessional Behaviour,SERVICE_QUALITY
My problem not resolved,,My problem not resolved,Not Needed,REFUND_REQUEST
Good,,Good,Refund Related Issues,REFUND_REQUEST
Happy,,Happy,Invoice request,BILLING_PROBLEM
Very poor facilities,,Very poor facilities,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Fraudulent User,SECURITY_CONCERN
Good,,Good,Missing,PRODUCT_ISSUE
Dutiful is beautiful,,Dutiful is beautiful,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
No,,No,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very bad services and very bad support team not resolved 30days,,Very bad services and very bad support team not resolved 30days,Refund Related Issues,REFUND_REQUEST
thanks,,thanks,Return request,REFUND_REQUEST
Worst service ever,,Worst service ever,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Kr,,Kr,Shopzila Premium Related,SUBSCRIPTION_ISSUE
Thanks ??,,Thanks ??,Installation/demo,PRODUCT_ISSUE
NTk,,NTk,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Delayed,DELIVERY_SHIPPING_PROBLEM
??,,??,Return request,REFUND_REQUEST
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
??,,??,Shopzilla Rewards,PAYMENT_TRANSACTION_ISSUE
Thank you,,Thank you,General Enquiry,OTHER
Very good,,Very good,Return request,REFUND_REQUEST
Remove duplicate products,,Remove duplicate products,Not Needed,REFUND_REQUEST
Shopzilla customer support very poor My one month problem not solve till time,,Shopzilla customer support very poor My one month problem not solve till time,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
I m trusted it,,I m trusted it,Return request,REFUND_REQUEST
